batch,first,inst_code,inst,major_code,major,second,plan_num
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0P,工业设计,不限,27
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0Q,材料成型及控制工程,不限,10
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0R,焊接技术与工程,不限,17
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0S,金属材料工程,不限,45
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0T,环境工程,不限,37
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0U,"飞行器质量与可靠性(学校外语课程只安排英语教学,请英语语种以外的其他语种考生慎报)",不限,58
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0V,飞行器适航技术,不限,23
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0W,复合材料与工程,不限,45
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0X,消防工程,不限,39
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0Y,保险学,不限,20
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",0Z,功能材料,不限,25
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",10,新能源科学与工程,不限,50
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",11,能源与环境系统工程,不限,26
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",12,信息与计算科学,不限,21
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",13,应用物理学,不限,18
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",14,"交通运输(学校外语课程只安排英语教学,请英语语种以外的其他语种考生慎报,身体条件需满足《中国民用航空人员医学标准和体检合格证管理规则》中的Ⅲ级体检合格证的医学标准)",化学,44
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",16,物流管理,不限,43
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1A,人力资源管理,不限,14
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1B,金融学,不限,10
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1C,国际经济与贸易,不限,3
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1D,英语(外语语种:英语),不限,8
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1E,日语,不限,11
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1G,飞行器动力工程(中外合作办学),化学,74
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1Q,人工智能,不限,45
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1R,机器人工程,不限,48
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1V,智能制造工程,不限,54
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1W,跨境电子商务,不限,20
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",1Z,数据科学与大数据技术,不限,51
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",2D,自动化(中外合作办学),不限,57
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",2E,飞行器设计与工程(中外合作办学),化学,55
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",2F,飞行器制造工程(中外合作办学),化学,40
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",AB,飞行器动力工程(辽宁省高校专项计划),化学,16
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",AC,机械设计制造及其自动化(辽宁省高校专项计划),不限,25
本科批,物理,0143,"沈阳航空航天大学(沈阳,公办)",AD,自动化(辽宁省高校专项计划),不限,14
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A1,金融学,不限,18
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A2,国际经济与贸易,不限,7
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A3,国际经济与贸易(对俄贸易方向),不限,4
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A4,社会工作,不限,6
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A5,英语(外语语种为英语),不限,9
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A6,应用物理学,不限,13
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A7,化学,化学,36
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A8,应用化学,化学,50
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",A9,机械设计制造及其自动化,不限,89
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",AB,过程装备与控制工程(辽宁省高校专项计划),不限,8
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",AC,高分子材料与工程(辽宁省高校专项计划),不限,7
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B2,过程装备与控制工程,不限,85
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B3,测控技术与仪器,不限,36
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B4,材料化学,不限,23
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B5,金属材料工程,不限,25
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B6,无机非金属材料工程,不限,13
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B7,高分子材料与工程,不限,68
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B8,高分子材料与工程(卓越工程师班),不限,10
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",B9,复合材料与工程,不限,25
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C1,能源与动力工程,不限,36
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C2,能源与动力工程(中外合作办学),不限,50
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C3,电气工程及其自动化,不限,76
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C4,电子信息工程,不限,54
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C5,电子科学与技术,不限,39
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C6,人工智能,不限,18
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C7,自动化,不限,57
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C8,计算机科学与技术,不限,55
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",C9,软件工程,不限,37
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D1,网络工程,不限,36
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D2,物联网工程,不限,36
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D3,数据科学与大数据技术,不限,18
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D4,化学工程与工艺,化或生,113
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D5,制药工程,化或生,71
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D6,资源循环科学与工程,化或生,26
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D7,能源化学工程,化或生,42
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D8,油气储运工程,不限,45
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",D9,包装工程,化学,8
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E1,林产化工,不限,8
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E2,环境工程,化或生,41
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E3,水质科学与技术,化或生,11
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E4,食品科学与工程,化或生,15
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E5,安全工程,不限,45
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E6,生物工程,化或生,40
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E7,工程管理,不限,19
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E8,大数据管理与应用,不限,18
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",E9,应急管理,不限,15
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",F1,工商管理,不限,5
本科批,物理,0149,"沈阳化工大学(沈阳,公办)",F2,会计学,不限,18
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",01,建筑学(须具备一定美术基础),生或地,52
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",02,城乡规划(须具备一定美术基础),生或地,38
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",03,风景园林(须具备一定美术基础),生或地,40
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",04,土木工程,不限,180
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",05,安全工程,不限,34
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",06,智能建造,不限,18
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",07,机械工程,不限,78
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",08,机械设计制造及其自动化,不限,48
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",09,机械电子工程,不限,32
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0A,智能制造工程,不限,16
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0B,给排水科学与工程,不限,66
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0C,建筑环境与能源应用工程,不限,62
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0D,环境工程,不限,40
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0E,电气工程及其自动化,不限,33
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0F,自动化,不限,27
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0G,建筑电气与智能化,不限,30
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0H,通信工程,不限,15
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0J,计算机科学与技术,不限,27
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0K,人工智能,不限,15
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0L,信息与计算科学,不限,16
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0M,数据科学与大数据技术,不限,18
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0N,工程管理,不限,44
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0P,工程造价,不限,27
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0Q,土地资源管理,不限,14
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0R,房地产开发与管理,不限,10
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0S,城市管理,不限,13
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0T,会计学,不限,12
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0U,应急管理,不限,19
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0V,道路桥梁与渡河工程,不限,40
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0W,测绘工程,不限,58
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0X,交通工程,化学,17
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0Y,物流工程,不限,10
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",0Z,无机非金属材料工程,不限,48
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",10,高分子材料与工程,不限,26
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",11,功能材料,不限,11
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",12,材料化学,不限,11
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",18,电气工程及其自动化(国际本科学术互认课程项目)(非英语语种考生不宜报考),不限,75
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",19,工程管理(国际本科学术互认课程项目)(非英语语种考生不宜报考),不限,75
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",1A,道路桥梁与渡河工程(国际本科学术互认课程项目)(非英语语种考生不宜报考),不限,75
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",1B,家具设计与工程,不限,21
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AA,土木工程(辽宁省高校专项计划),不限,9
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AE,给排水科学与工程(辽宁省高校专项计划),不限,4
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AG,机械工程(辽宁省高校专项计划),不限,4
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AH,机械设计制造及其自动化(辽宁省高校专项计划),不限,3
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AJ,电气工程及其自动化(辽宁省高校专项计划),不限,5
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AL,建筑环境与能源应用工程(辽宁省高校专项计划),不限,5
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AM,无机非金属材料工程(辽宁省高校专项计划),不限,3
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AR,工程管理(辽宁省高校专项计划),不限,4
本科批,物理,0153,"沈阳建筑大学(沈阳,公办)",AX,道路桥梁与渡河工程(辽宁省高校专项计划),不限,5
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",01,化学工程与工艺,不限,45
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",02,制药工程,不限,70
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",03,应用化学,化学,30
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",04,机械设计制造及其自动化,不限,65
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",05,工业设计,不限,20
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",06,机器人工程,不限,30
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",07,智能制造工程,不限,23
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",08,电气工程及其自动化,不限,115
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",09,计算机科学与技术,不限,151
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",10,智能科学与技术,不限,20
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",11,物联网工程,不限,20
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",12,环境工程,不限,20
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",13,生物工程,不限,35
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",14,金融学,不限,55
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",15,互联网金融,不限,10
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",16,工商管理,不限,15
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",17,会计学,不限,125
本科批,物理,3621,"沈阳科技学院(沈阳,民办)",18,资产评估,不限,10
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",01,金融学,不限,11
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",02,英语(只招英语考生),不限,6
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",03,俄语,不限,7
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",04,信息与计算科学,不限,58
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",05,应用化学,化学,36
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",06,机械设计制造及其自动化,不限,150
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",07,材料成型及控制工程,不限,86
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",08,机械电子工程,不限,80
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",09,工业设计,不限,13
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",10,车辆工程,不限,41
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",11,智能车辆工程,不限,23
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",12,测控技术与仪器,不限,46
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",13,金属材料工程,不限,19
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",14,无机非金属材料工程,不限,82
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",15,粉体材料科学与工程,不限,35
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",16,电气工程及其自动化,不限,29
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",17,电子信息工程,不限,32
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",18,通信工程,不限,73
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",19,光电信息科学与工程,不限,63
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",20,自动化,不限,104
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",21,机器人工程,不限,38
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",22,计算机科学与技术,不限,110
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",23,网络工程,不限,40
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",24,智能科学与技术,不限,37
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",25,化学工程与工艺,化学,37
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",26,武器发射工程,不限,36
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",27,探测制导与控制技术,不限,22
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",28,弹药工程与爆炸技术,不限,32
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",29,特种能源技术与工程,化学,39
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",30,装甲车辆工程,不限,39
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",31,信息对抗技术,不限,39
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",32,智能无人系统技术,不限,23
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",33,环境工程,化或生,38
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",34,安全工程,化学,41
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",35,信息管理与信息系统,不限,39
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",36,工商管理,不限,26
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",37,会计学,不限,20
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",41,化学工程与工艺(中外合作办学),化学,40
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",42,机械设计制造及其自动化(中外合作办学),不限,51
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",43,测控技术与仪器(中外合作办学),不限,13
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",44,金属材料工程(中外合作办学),不限,13
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",45,计算机科学与技术(中外合作办学),不限,28
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",AB,机械设计制造及其自动化(辽宁省高校专项计划),不限,13
本科批,物理,0144,"沈阳理工大学(沈阳,公办)",AC,材料成型及控制工程(辽宁省高校专项计划),不限,13
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",01,农业工程类(农业机械化及其自动化、农业建筑环境与能源工程),不限,69
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",02,农学,化或生,39
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",03,农学(卓越计划实验班),化或生,12
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",04,种子科学与工程,化或生,9
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",05,应用气象学,不限,25
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",06,大气科学,不限,24
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",07,生态学,化或生,6
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",08,植物保护,化或生,32
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",09,应用化学,化学,43
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0A,园艺,化或生,38
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0B,园艺(卓越计划实验班),化或生,12
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0C,设施农业科学与工程,化或生,36
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0D,中草药栽培与鉴定,不限,5
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0E,草业科学,化或生,3
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0F,动物医学,不限,73
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0G,动物药学,不限,7
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0H,动物科学,不限,30
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0J,水产养殖学,不限,7
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0K,农业资源与环境,化或生,15
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0L,土地资源管理,不限,15
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0M,土地整治工程,不限,5
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0N,环境科学,不限,44
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0P,会计学,不限,36
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0Q,市场营销,不限,9
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0R,金融学,不限,35
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0S,农林经济管理,不限,14
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0T,旅游管理,不限,7
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0U,机械设计制造及其自动化,不限,93
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0V,林学,化或生,25
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0W,园林,化或生,22
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0X,风景园林,化或生,35
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0Y,电气工程及其自动化,不限,96
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",0Z,电子信息工程,不限,54
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",10,计算机科学与技术,不限,35
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",11,水利水电工程,不限,66
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",12,土木工程,不限,70
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",13,水土保持与荒漠化防治,化或生,3
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",14,测绘工程,不限,8
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",15,农业水利工程,不限,32
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",16,食品科学与工程,化或生,59
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",17,食品质量与安全,化或生,38
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",18,包装工程,化学,9
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",19,生物科学类(生物科学、生物技术),化或生,82
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",AB,农学(辽宁省高校专项计划),化或生,10
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",AC,植物保护(辽宁省高校专项计划),化或生,10
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",AD,园艺(辽宁省高校专项计划),化或生,10
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",AE,动物医学(辽宁省高校专项计划),不限,7
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",AF,动物科学(辽宁省高校专项计划),不限,7
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",AG,农业资源与环境(辽宁省高校专项计划),化或生,7
本科批,物理,0157,"沈阳农业大学(沈阳,公办)",AN,林学(辽宁省高校专项计划),化或生,7
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",01,教育学(师范类),不限,11
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",02,应用心理学(师范类),不限,15
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",03,汉语言文学(师范类),不限,30
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",04,"汉语国际教育(师范类)(外语课程用英语教学,非英语考生慎报)",不限,15
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",05,新闻学,不限,15
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",06,英语(师范类)(只招英语考生),不限,60
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",07,英语(只招英语考生),不限,5
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",08,翻译(只招英语考生),不限,5
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",09,法语,不限,5
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",10,日语,不限,18
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",11,俄语,不限,3
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",12,数学与应用数学(师范类),不限,158
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",14,物理学(师范类),不限,106
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",16,电子信息工程,不限,14
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",17,化学(师范类),化学,145
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",18,"计算机科学与技术(师范类)(外语课程用英语教学,非英语考生慎报)",不限,42
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",19,生物科学(师范类),化或生,137
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",21,环境生态工程,不限,15
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",22,"教育技术学(师范类)(外语课程用英语教学,非英语考生慎报)",不限,38
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",23,"网络与新媒体(外语课程用英语教学,非英语考生慎报)",不限,12
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",24,思想政治教育(师范类),政治,2
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",25,行政管理,不限,12
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",26,劳动与社会保障,不限,3
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",28,旅游管理(乙肝病及病毒携带者、肺结核病及病毒携带者慎报),不限,10
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",30,酒店管理(乙肝病及病毒携带者、肺结核病及病毒携带者慎报),不限,5
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",38,"物流管理(外语课程用英语教学,非英语考生慎报)",不限,14
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",39,"计算机科学与技术(前两年学费4800元/年,后两年学费13500元/年,外语课程用英语教学,非英语考生慎报)",不限,109
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",40,"软件工程(前两年学费元/年,后两年学费13500元/年,外语课程用英语教学,非英语考生慎报)",不限,43
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",41,"网络工程(前两年学费4800元/年,后两年学费13500元/年,外语课程用英语教学,非英语考生慎报)",不限,31
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",43,法学,不限,35
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",44,社会学,不限,4
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",45,社会工作,不限,4
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",49,学前教育(师范类),不限,54
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",50,小学教育(师范类),不限,20
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",79,粮食工程,不限,18
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",81,食品科学与工程,不限,9
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",82,古生物学,不限,9
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",83,德语,不限,13
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",86,数据科学与大数据技术,不限,30
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",87,能源化学工程,不限,28
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",88,"国际经济与贸易(外语课程用英语教学,非英语考生慎报)",不限,11
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",89,"金融学(外语课程用英语教学,非英语考生慎报)",不限,21
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",90,"市场营销(外语课程用英语教学,非英语考生慎报)",不限,20
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",AB,数学与应用数学(师范类)(辽宁省高校专项计划),不限,8
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",P7,"计算机科学与技术(中外合作办学)(外语课程用英语教学,非英语考生慎报)",不限,58
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",P8,"金融学(中外合作办学)(外语课程用英语教学,非英语考生慎报)",不限,31
本科批,物理,0166,"沈阳师范大学(沈阳,公办)",P9,"国际经济与贸易(中外合作办学)(外语课程用英语教学,非英语考生慎报)",不限,28
